2537	2361	non_fiction	财新网	肺炎日记|2月25日：多国确诊病例攀升 国际疫情拉响警报	0
3594	1301	non_fiction	燃财经	线下教育按下“暂停键”	0
2367	2532	non_fiction	财新网	封面报道之防控篇|随州：三甲医院里的战斗	0
3353	1543	narrative	阑夕	武汉封城日记｜第二十八天	0
4193	701	non_fiction	偶尔治愈	方舱医院拒收的老人后来怎样了？	0
2343	2556	non_fiction	燃财经	复工了，老板让我做销售	1
2931	1965	non_fiction	娱志TheReview	号外｜你在城内战斗，我在城外支援	0
1021	3881	non_fiction	丁香园	氧饱和度骤降、插管时机争议：ICU 新冠患者救治之难	0
1433	3469	non_fiction	财经杂志/财经十一人	谁有权发布疫情信息？专家联名呼吁修订传染病防治法	0
305	4598	non_fiction	财经杂志/财经十一人	境外输入病例主要来自7个国家，引发新一轮传播扩散可能性仍然较大	0
4681	202	non_fiction	棱镜	95后司机携妻为武汉送消毒水：“她担心我，死活不愿下车”	0
2086	2813	narrative	人物/每日人物	武汉外卖小哥：害怕是正常的，但我希望自己一直是冷静的	0
4292	596	non_fiction	新民周刊	口述实录 | 第15次，我终于敲开了这户人家的大门，鞋子都磨破了	0
1603	3299	non_fiction	澎湃新闻	利用“封城”时间差，米兰人“大逃离”	0
1782	3120	narrative	人是最美的风景	末日遗书（2020版）	0
2405	2494	non_fiction	澎湃新闻	“新冠病毒几乎人人易感”，中国-世卫联合考察报告发布	0
2304	2595	non_fiction	三联生活周刊	现场｜武汉，重症患者如何救治？	1
2194	2705	narrative	八点健闻	连载|一位心理医生的援鄂日记（第2周）	0
3504	1392	narrative	塑料飞艇	2月8号进度	0
3771	1123	non_fiction	经济观察报	瑞德西韦仿制药量产 专利问题何解	0
1785	3117	narrative	人是最美的风景	不管你爱与不爱都是历史的尘埃	0
2636	2262	non_fiction	财新网	特稿|抗疫上海故事：先行者的经验与挑战	0
1712	3190	non_fiction	界面新闻	返岗复工农民工已达7800万，卫健委：未要求返岗前开具健康证明	0
3723	1172	non_fiction	极昼工作室	援助武汉周边地区的志愿者们	0
1277	3625	non_fiction	DeepTech深科技	新冠疫情，美国是否会重演意大利发生的一切？	1
3898	996	non_fiction	在人间living	一个武汉志愿者的焦灼：孕妇就诊流程到底是怎样的？	1
1010	3892	narrative	月亮纵队	英国“隔离”日记 || 3月18日：风中海洋的气息，是游子之心唯一的慰藉	0
2053	2846	non_fiction	澎湃新闻	武汉大学：已开发出新的检测方法	0
2578	2320	non_fiction	南都周刊	前线女性医护是否真的需要安心裤？是的，非常需要	0
1531	3371	narrative	艾老师工作室	封花噱月又一日	0
3314	1582	non_fiction	财新网	武汉拉网排查病人 一知名小区行动迟缓惹质疑	0
297	4606	non_fiction	财经杂志/财经十一人	美国如何救三大航？250亿经济援助+250亿贷款担保	0
2240	2659	narrative	故事FM	武汉社区工作者：我在夹缝里，负责挨骂和上报	0
1202	3700	narrative	体坛周报	西班牙疫区笔记：抗疫，赌的是人口素质	0
3154	1742	non_fiction	界面新闻	华星光电回应“强制返工”风波：不会直接辞退员工，加强厂区防护	0
2511	2387	non_fiction	新民周刊	刑满释放的黄女士，到底是怎样离汉进京的？五大疑问待解！	0
3176	1720	non_fiction	燃财经	健身行业冰火30天	0
16	4887	non_fiction	新京报	东城将中央单位防疫作为属地重点，自管小区纳入防疫体系	0
2660	2238	narrative	实务学堂	女工笔下的疫情02：大年初一女儿发烧了，反反复复烧，我快吓死了	0
4339	549	narrative	阑夕	武汉封城日记｜第十四天	0
110	4793	non_fiction	硕俊家书	疫情下的在美中国人 | 口述之一： 谁能拯救我的疯狂室友	0
174	4729	non_fiction	财经杂志/财经十一人	数说疫情0401：美国备战疫情高峰，意大利拐点初现	0
2723	2174	narrative	兔草啊吐槽	你是武汉人，你脏	0
1439	3463	non_fiction	财经杂志/财经十一人	专访牛津教授陈铮鸣：英国防疫策略是近乎无情的理性	0
4552	336	non_fiction	剥洋葱people	为家乡医院筹口罩	0
2941	1955	narrative	我们是有故事的人	戴着口罩，我卖了两天圣女果	0
28	4875	non_fiction	中国新闻周刊	口罩出口，是一夜暴富，还是沦为“韭菜”？	1
3228	1668	non_fiction	财经杂志/财经十一人	抗疫时期的武汉爱情故事：有人在街头流浪，有人在异地相思	0
4701	182	non_fiction	南都周刊	林俊杰、孙燕姿为疫情写歌：没有被禁锢的城，只有不离开的爱	0
4556	332	non_fiction	剥洋葱people	武汉定点医院一床难求，患者居家用衣柜隔离	0
1523	3379	non_fiction	中国新闻周刊	美国的新冠抗疫：从紧张到恐慌的距离有多远？	1
2247	2652	non_fiction	澎湃新闻	不在武汉，怎么做志愿者	0
2474	2424	non_fiction	界面新闻	美国修改检测标准，提醒民众备足物资	0
253	4650	narrative	体坛周报	西班牙疫区笔记：相同的病毒，不同的世界	0
4259	629	non_fiction	真实故事计划	封城后，武汉人在经历什么	0
4418	470	non_fiction	经济观察报	疯狂的口罩：抢购、运钞车待遇与复工的通行证	0
3272	1624	non_fiction	DeepTech深科技	八国专家《柳叶刀》联署声明：我们与中国同行站在一起	0
4293	595	non_fiction	新民周刊	口述实录 | 上海地铁7号线值班站长“丽姐”的一天	0
1614	3288	non_fiction	界面新闻	失去了整个冬天的三亚旅游业	0
145	4758	non_fiction	界面新闻	全国现有确诊病例从最高5.8万降至3千，但境外输入累计达649例	0
3226	1670	non_fiction	界面新闻	全球口罩总动员：法国和日本的工厂24小时不停工	0
971	3931	narrative	阑夕	武汉封城日记｜第五十七天	0
2752	2145	non_fiction	中国经营报	确诊95例！伊朗疫情愈演愈烈，卫生部副部长也中招...中东失守？	1
628	4274	non_fiction	界面新闻	疫情下的欧洲票贩子：倒卖一张回国机票，净赚15万	0
1420	3482	non_fiction	财经杂志/财经十一人	新冠疫情暴露美国经济的腐烂 | 巴伦独家	0
4568	320	non_fiction	财经杂志/财经十一人	数说疫情0206：拐点渐近	0
4453	435	non_fiction	剥洋葱people	一个视频博主眼中的武汉	0
2281	2618	non_fiction	中国经营报	韩国来华航班爆满？中国会有限制措施吗？权威回应来了	0
3276	1620	non_fiction	新民周刊	口述实录 | 跨省运送核酸检测设备“历险记”	0
4165	729	non_fiction	财经杂志/财经十一人	钟南山等37位作者发文：病毒潜伏期最长24天，初诊一半多不发烧	0
370	4533	narrative	人物/每日人物	推拿女孩在武汉	0
1709	3193	non_fiction	界面新闻	沙特关闭全国学校，封锁东部什叶派地区	0
1946	2956	non_fiction	中国新闻周刊	疫情冲击，在线教育“登陆诺曼底”	0
2728	2169	non_fiction	冰点周刊	他们接管了“重灾区”	0
3025	1871	non_fiction	中国新闻周刊	中国留学生的煎熬：“我只想回去上学”	1
3702	1193	non_fiction	财经杂志/财经十一人	楼市的战“疫”	0
622	4280	non_fiction	澎湃新闻	粥店挂“庆祝疫情”横幅招揽顾客，涉事方道歉	0
2714	2183	non_fiction	财新网	武汉养老院现多例疑似新冠感染	0
1319	3583	narrative	GQ报道	武汉人葛宇路：我买了艘皮划艇，打算划进北京城	1
4057	837	non_fiction	南方周末/南方人物周刊	疫情中的中小企业： 政府驰援，积极自救	0
3995	899	non_fiction	中国经营报	“病好了就想马上回家”|对话武汉肺炎当事人	1
4778	105	non_fiction	人物/每日人物	「经过这次，我最担心的是武汉人的心理创伤」	0
3980	914	non_fiction	新京报	多地开建新冠肺炎专门医院，小汤山模式如何落地全国？	1
121	4782	non_fiction	界面新闻	呼吸机上游零部件需求爆炸式增长，国内都有哪些厂商在生产？	1
2023	2878	non_fiction	BIE别的	对疫情的结构性反思，是我们送给每个人的武器	0
2791	2105	non_fiction	财经杂志/财经十一人	专访卫健委派武汉第二批专家：为何没发现人传人？	1
2452	2446	non_fiction	新民周刊	4万包卫生巾上热搜，在这场向一线女医务人员捐卫生用品的接力中，上海最早行动	0
4349	539	narrative	冰点周刊	我的县城防疫笔记：200个口罩也不能让我安心	0
3087	1809	narrative	阑夕	武汉封城日记｜第三十一天	0
3989	905	non_fiction	第一财经YiMagazine	特别报道 | 医用防护服告急，但湖北仙桃仅批准10家公司生产	0
4834	49	non_fiction	新京报	隔离病房中的95后：隔离区没法上厕所，纸尿裤是必须的	0
3949	945	non_fiction	界面新闻	谁在支援一线女性医护人员的生理期特殊需求？	1
3975	919	non_fiction	公益时报	武汉市慈善总会27亿元善款上缴市财政？专业人士分析	0
198	4705	non_fiction	中国新闻周刊	湖北人在逋荆菏刈拧熬┬南嘀”等待返京	0
3345	1551	narrative	微思客wethinker	疫情日记：一个普通人的疫情生活	0
3356	1540	non_fiction	极昼工作室	深夜的武汉街头，他骑电瓶车送药	0
1964	2938	non_fiction	新民周刊	口述实录｜究竟是美国人更为“理性”，还是他们心太大，只有时间能证明	1
4309	579	narrative	三明治	封城时刻，如何点一份令人放心的外卖 | 武汉每日书08	0
4828	55	non_fiction	潇湘晨报	武汉ICU主任万字口述：我们收治了一个“毒王”	0
1366	3536	non_fiction	澎湃新闻	意大利版“火神山”要来了	0
203	4700	non_fiction	财新网	1541无症状感染者接受医学观察，数据公开后如何防治？	0
3204	1692	non_fiction	界面新闻	韩红爱心慈善基金被举报，北京市民政局回应	0
4761	122	non_fiction	清流工作室	湖北脑瘫儿之死：多方曾介入救助 父亲被隔离时想带其入院	0
4535	353	non_fiction	北青深一度	自我隔离的抗疫医生：没人去坐市民的爱心车，骂跑要来陪的女朋友	0
1359	3543	non_fiction	澎湃新闻	连载?黄冈日记⑦｜志愿者群一天多了14个，九成是刚认识的	0
4505	383	non_fiction	财新网	新冠肺炎“吹哨人”李文亮：真相比平反更重要	0
882	4020	non_fiction	游研社	复工的日子里，生活习惯已被悄然改变	0
933	3969	non_fiction	新民周刊	我在海外 | 病毒逼近，冷静面对――三个英国家庭的抗疫准备	0
156	4747	non_fiction	界面新闻	全球新冠病例突破50万，美国确诊总数已居各国之首	0
4305	583	non_fiction	人物/每日人物	在高速公路上漂流	0
2460	2438	non_fiction	中国新闻周刊	方方：记录非常时期的人和事难道不是作家应该做的吗？	1
4749	134	non_fiction	女孩别怕	疫情下的海外华人：孤立、恐慌、种族歧视和鼓励	0
4129	765	non_fiction	财新网	特写 | 河南信阳本地扩散疫情抬头 确诊加快多项措施并举	0
2476	2422	non_fiction	界面新闻	高价口罩是如何流向市场的？	1
4327	561	narrative	硝美丽	人可以被困住，但不能因此停住|郭晶的武汉封城日记|2/2-2/4	0
672	4230	non_fiction	财新网	独家|每天仍检出多例无症状感染者 援鄂疾控工作队暂缓撤离	0
1494	3408	non_fiction	中国新闻周刊	特朗普宣布美国进入紧急状态，转向积极防疫，检测就在商场门口	0
4760	123	non_fiction	清流工作室	黄晓明、林志玲捐的扶贫基金会赠170万口罩？供货商称：不做口罩，从未卖口罩给基金会	0
327	4576	non_fiction	南方周末/南方人物周刊	疫中书店：“这个时候选择结业，也不算太丢脸吧”	1
4000	894	non_fiction	中国经营报	隔离病房中的除夕丨对话武汉肺炎病人	0
4650	237	non_fiction	第一财经YiMagazine	疫情之下，在线教育能否“逆行而上”？	
2917	1979	narrative	PlantifulSoul	疫情日记 | 武汉封城的第十天	0
3425	1471	non_fiction	北青深一度	29岁武汉女孩封城后的26天：她并不想成为英雄，只是想不被绝望困住	0
404	4499	non_fiction	新民周刊	戴过期口罩，垃圾袋当防护服……国外抗疫一线的医护人员令人心疼！	0
1825	3077	non_fiction	财新网	肺炎日记|3月3日：出院新冠患者“复阳”现象多发	0
3959	935	narrative	单读	疫情之下的一个“暖春”	0
2870	2026	non_fiction	澎湃新闻	“等疫情结束，我带你去吃你最爱的火锅”	0
4028	866	non_fiction	中国新闻周刊	被清空的武汉：一座没有陌生人的城市	0
4024	870	non_fiction	中国经营报	记者手记|疫情下的江中小岛镇江扬中：防控到位 井然有序 温情难阻	0
4800	83	non_fiction	三联生活周刊	“封城”十天 ｜ 摄影镜头下的武汉	0
2719	2178	narrative	华生2010	让事实说话――我们要从这次疫情真正总结什么（?）	0
1173	3729	non_fiction	财新网	成都现境外输入型病例 隔离政策紧急“一刀切”	0
1567	3335	non_fiction	中国经营报	德国累计确诊1567例！默克尔的警告太惊人了	0
3115	1781	non_fiction	第一财经	疫情下的武汉基层社区：承受着无法承受之重，却不能停	0
4821	62	non_fiction	腾讯深网	黄冈基层民警的抗疫日记：春节六天回家一次，饿了老乡家吃碗面	0
147	4756	non_fiction	界面新闻	美国中餐厅的危机，不只是疫情	0
573	4329	non_fiction	界面新闻	疫情爆发一月整，家门前的“西欧动脉”停止了流动	0
4655	228	narrative	故事FM	三个武汉人的外地隔离日记	0
2303	2596	non_fiction	界面新闻	我在武汉当120救护车驾驶员：转运患者，摆渡生命	0
1823	3079	non_fiction	财新网	肺炎日记|3月1日：云南学生喝下“大锅药”，湖北村民吞了消毒片	0
1829	3073	non_fiction	人物/每日人物	武汉女人关秀丽扛起的三十天	0
2490	2408	narrative	北纬三十七点度森林里有片芦苇荡	随笔 | 我想学习“奉献教育”	0
2779	2118	non_fiction	界面新闻	被指“没有家国情怀”，潘石屹未捐助武汉疫情惹争议	0
4244	644	non_fiction	商业人物	返程大潮迫近，北京绷紧神经	0
4228	663	non_fiction	世间有味	口述实录 | 如果没有这场疫情，这一天是我穿上秀禾服结婚的日子	1
3078	1818	narrative	故事FM	一通武汉方舱来的电话 ：我要去火神山救我外婆	0
2951	1945	narrative	叶青	叶青武汉实录：“封城”17天，7个变化	0
1339	3563	narrative	叶青	叶青武汉日记：湖北58万党员干部下沉一线	0
4435	453	non_fiction	所有的鱼	疫情新闻汇总 2.7	0
2993	1903	narrative	世风	我不明白	0
4029	865	non_fiction	中国新闻周刊	父亲来自黄冈传染病医院病房的最后一个电话：“好的，战斗吧”	0
32	4871	non_fiction	中国新闻周刊	余永定：应当采取更具扩张性的经济政策	0
2651	2247	non_fiction	真实故事计划	捐出救命药的艾滋患者们	0
4157	737	narrative	硝美丽	这可能是我最后一天出门|郭晶的捂汗风尘日记|2/9-2/11	0
4551	337	non_fiction	冰点周刊	新型肺炎疫情防控下的武汉生活	0
3775	1119	non_fiction	经济观察报	珠三角打响防“疫”保卫战 街坊村民自发做志愿者测体温设路障	0
3544	1352	non_fiction	澎湃新闻	急需CT设备！	0
623	4279	non_fiction	澎湃新闻	上海新增1例境外输入关联病例，去过这些地方	0
2291	2608	non_fiction	界面新闻	意大利累计确诊1694例，韩国病亡22人“新天地”教主被起诉	0
920	3982	non_fiction	果壳网	每次走出新冠病毒检测实验室，我都要用25个步骤脱下三级防护	0
3538	1358	non_fiction	澎湃新闻	疫情中的武汉诗人①：在疫情中无法动笔写诗	0
2309	2590	non_fiction	财经杂志/财经十一人	口罩日产量增长7.8倍背后：堵上心脏层喷熔布的缺口	0
1363	3539	non_fiction	澎湃新闻	疫情中这6个字，影响着我们	0
3655	1240	non_fiction	澎湃新闻	“当官父亲派车接儿子回荆州”，警方回应	0
394	4509	narrative	体坛周报	法国疫区笔记：乐观，真的可以改变命运	0
3340	1556	narrative	活字文化	“疫情阴影下，我在故乡开始‘流浪’ ” | 疫情中的乡村生活	0
1695	3207	non_fiction	澎湃新闻	男孩获救后，第一句话就让人揪心 | 酒店坍塌事故已致10死	0
65	4838	non_fiction	澎湃新闻	“幼儿园返校早于高三”引质疑后，当地教育局调整了	0
1316	3586	narrative	A2N疫情志愿组	疫情众生相04 |《明天的记忆》线上摄影展	0
890	4012	non_fiction	游研社	小心翼翼、提心吊胆，疫情下的电竞比赛开始逐渐复苏	0
4318	570	narrative	三明治	封城第十五天，“今天也是，体温正常” | 三明治武汉每日书 12	0
3477	1419	non_fiction	中国新闻周刊	亲历者讲述：武汉市中心医院医护人员被感染始末	0
629	4273	non_fiction	界面新闻	疫情冲击全球航空业，通用电气宣布裁员2600人	0
200	4703	narrative	月亮纵队	只是在家的另一天	0
3169	1727	non_fiction	财经杂志/财经十一人	数说疫情0221：武汉疫情出现重要转折，战局由防守转为全面进攻	0
3559	1337	non_fiction	财经杂志/财经十一人	武汉“摆渡人”：送医送药、送家属去殡仪馆见死者最后一面	0
3938	956	non_fiction	澎湃新闻	我在武汉代喂宠物：它们死了，主人会伤心的	1
164	4739	non_fiction	界面新闻	国内口罩想出口到欧盟，但是企业可能办了假的CE证书	1
4740	143	non_fiction	南方周末/南方人物周刊	迟到的农村防疫：1个鄂西村医，44名武汉返乡人，来不及测的体温	0
1110	3792	non_fiction	财经杂志/财经十一人	因疫情被强制隔离该不该收费？	1
1490	3412	narrative	作家方方的博客	作家方方：开辟一个空间，让我们同哭一场	1
4662	221	non_fiction	经济观察报	接待医疗队、隔离疑似病例 这些酒店扛得很艰难	0
3913	981	narrative	基层虚构故事	疫期特别篇（压力与歧视）	0
1330	3572	non_fiction	财新网	北京地坛医院两周筛查近千名入境者 确诊23人	0
1573	3329	narrative	辰雨乐园	我的战疫日记 | 住院第20天，心态慢慢好起来	0
1291	3611	narrative	硕俊家书	宣布紧急状态之后 厕纸被抢光	0
175	4728	non_fiction	财经杂志/财经十一人	包机接小留学生回国！中国驻英大使馆敲定首个航班	0
751	4151	non_fiction	财经杂志/财经十一人	“被消失”的口罩：谁掀翻了边境线上的百万生意	0
4334	554	narrative	阑夕	武汉封城日记｜第九天	0
1209	3693	narrative	体坛周报	疫区中心笔记⑤：瘟疫之下，每个人都是伦佐	1
4216	678	narrative	物质生活参考	一个普通湖北襄阳市民的春节观察	0
3584	1311	non_fiction	中国经营报	这家武汉咖啡店被“曝光”后，全国网友都来下单了	0
4539	349	non_fiction	冰点周刊	最后一道防线	0
2374	2525	non_fiction	财新网	封面报道之治理篇|潜江：汪洋中的一条船	0
1717	3185	non_fiction	界面新闻	火神山援建者回乡被收隔离费，当地回应	0
538	4365	non_fiction	八点健闻	确诊超3万，病死率很低，但德国疫情进展还是令人心慌	0
3002	1894	narrative	基层虚构故事	疫期特别篇（官僚主义的传承）	0
1560	3342	non_fiction	中国新闻周刊	疫情过后，房价真的会降吗？	1
1570	3332	non_fiction	冰点周刊	一个武汉女孩的生死问答	0
42	4861	non_fiction	澎湃新闻	写下最后一篇日记，我们的武汉抗疫故事结束了	0
1780	3122	narrative	人是最美的风景	乡愁与老友	0
3010	1886	narrative	霍超	「 隔离日记 」 20200206	0
3841	1053	non_fiction	界面新闻	上海上线“解除医学措施查询系统”，可作为住宿、复工依据	0
2027	2874	non_fiction	新京报	新冠“复阳”之惑：检测技术的精度与效率陷两难	0
3443	1453	narrative	作家方方的博客	作家方方：生命的耐受力真是了不起	0
2654	2244	non_fiction	GS乐点	在小区防疫的同性恋志愿者	0
433	4470	non_fiction	南方周末/南方人物周刊	拿不到确诊证明的“疑似”医护	0
1473	3429	non_fiction	财新网	大流行手记| 3月14日：英国“群体免疫论”引发惊诧	0
3466	1430	non_fiction	商业人物	疫情中，一座停摆的工业小城	0
3908	986	non_fiction	中国新闻周刊	科技部急征快速试剂盒，15分钟检出新冠病毒可靠吗？	1
2064	2835	non_fiction	界面新闻	伊朗新冠确诊逼近3000人，宣扬“舔圣地可免疫”者被捕	0
2657	2241	non_fiction	冰点周刊	高考倒计时100天，这届高三学生只能“云誓师”了	0
965	3937	non_fiction	冰点周刊	医院里的另一支“战队”	0
4848	35	non_fiction	新周刊	那些一直短缺的物资，都是怎样运进武汉的？	1
1933	2969	non_fiction	澎湃新闻	方舱医院里小朋友说无聊，医生给安排上了	0
3430	1466	non_fiction	燃财经	朱啸虎：创业企业不要倒在疫情结束后的“倒春寒”	1
3666	1229	non_fiction	界面新闻	意大利温商的“闯关”之旅：海外个人捐赠为何如此难？	0
1868	3034	non_fiction	物质生活参考	穿睡衣上班30天后，生活没了仪式感	0
1280	3622	narrative	人是最美的风景	这是最好的时代，也是最坏的时代。	0
4377	511	narrative	冰点周刊	500万人离开武汉，我是其中之一	0
1559	3343	non_fiction	中国新闻周刊	意大利把欧洲带进至暗时刻	0
669	4233	narrative	气球馆	3/23 哨声、锣声、喇叭声， 我们一起听。	0
444	4459	non_fiction	南风窗	武汉敢死队	0
4567	321	non_fiction	财经杂志/财经十一人	"梁红：""新冠""疫情对中国经济总体影响未必会超""非典"""	1
2717	2180	non_fiction	财新网	武汉一老人院30例新冠送医 全市加大养老机构防控	0
4522	366	non_fiction	云林街十七号	120急救车，生死时速里的患与医	0
1628	3274	non_fiction	财新网	疫情期首个大型精神卫生调查:35%民众情绪应激反应明显	0
3232	1664	non_fiction	财经杂志/财经十一人	滞留新加坡的湖北人乘包机回家了	0
2348	2551	non_fiction	物质生活参考	“断舍离”全面溃败？	1
189	4714	non_fiction	中国新闻周刊	破“疫”成都新经济企业如何“危”中寻“机”	0
1467	3435	narrative	真实故事计划	「我们活下来了，可爱情没有」	0
3865	1029	non_fiction	八点健闻	武汉肺炎疫情更新：15名医务人员感染，全国累计218例确诊	0
1745	3157	non_fiction	时尚先生	请回答2020。	0
45	4858	non_fiction	澎湃新闻	“陪你看日落医疗队”今天返沪，老人拉小提琴相送	0
1322	3580	narrative	在人间living	爸爸去世25天了，我还没有告诉妈妈	0
4831	52	non_fiction	新京报	武汉医护酒店支援联盟发起人：我们一群人干了良心事	0
4310	578	narrative	三明治	“冒昧问一句，你这次回国没去过武汉吧？” | 美国南部的“肺炎”日记	1
4183	711	narrative	单读	“疫”幕下的哈尔滨	0
4640	247	non_fiction	财新网	肺炎日记 ｜ 除夕夜：医护人员一线奋战，外地队伍千里驰援	0
727	4175	non_fiction	界面新闻	广州公布境外输入关联病例详情：系土耳其输入病例密切接触者	0
3862	1032	non_fiction	八点健闻	武汉肺炎已排除SARS但病原仍未明确 香港疑似病例增至16宗	0
3747	1147	non_fiction	物质生活参考	新冠时期的爱情	0
3060	1836	non_fiction	界面新闻	疫情之下，医废处置需求大增 ，环卫行业或遇这一重要期！	1
3190	1706	non_fiction	南方都市报	湖北多地红十字会捐赠金额混乱 流向不明？数据统计告诉你	0
4246	642	non_fiction	商业人物	草莓红了，疫情来了	0
2187	2712	non_fiction	冰点周刊	妈妈，我带你妈妈回家	0
1236	3666	narrative	月亮纵队	意大利隔离日记 || 一个月后，我见到了第一个意大利人	0
